protein	Intercept_value	Intercept_se	Intercept_t	Intercept_p	beta_value	beta_se	beta_t	beta_p	rsquared	samples	rsquared_rank
Q13508	-0.269737497756848	0.127251440687622	-2.11972058075949	0.037577088446971	1.14473711229623	0.0912857726525771	12.5401481417368	1.43083018783581e-19	0.691976401644798	CSF_and_PLA	926
Q13541	0.723076025170179	0.10416024631917	6.94195771152953	1.59325806768017e-09	0.762717672937645	0.0527376590410187	14.4624863296342	1.02779987982478e-22	0.749250896757029	CSF_and_PLA	842
Q13561	0.924275631576686	0.106818904669961	8.65273459255575	1.14791034538095e-12	0.981932042004683	0.0602368453361813	16.3011863673227	1.56991434777664e-25	0.791498299670975	CSF_and_PLA	765
Q13574	0.342699610561355	0.0511115096141479	6.704940103481	4.29103243251645e-09	0.212908446532208	0.0661714516374597	3.21752721549304	0.00195957966891461	0.128838353269585	CSF_and_PLA	1385
Q13576	0.267629644395156	0.0670490562929777	3.99154975762405	0.000159700441550128	0.660909552626334	0.0489281782092083	13.5077490480108	3.53022185612846e-21	0.722727567013902	CSF_and_PLA	888
Q13651	-0.174292776302867	0.0520480494932745	-3.34868987406316	0.00131018409463072	0.658979105001239	0.087707111825328	7.5134055983239	1.43514137376614e-10	0.446427042639787	CSF_and_PLA	1163
Q13740	0.0640524321753256	0.0970599600722069	0.659926422055752	0.511466635459253	1.13854698008178	0.0606226278503848	18.7808912357229	4.81369004136621e-29	0.834406487955443	CSF_and_PLA	681
Q13822	0.432255812194302	0.0744853283177899	5.80323430072151	1.73668127540036e-07	1.00748883451017	0.032114093971733	31.3721705926676	5.86501288172133e-43	0.933599761929513	CSF_and_PLA	309
Q13867	-0.0561946539266093	0.0549661669231654	-1.02234987579107	0.310135601084093	0.800944573337622	0.0552668259967004	14.4923208252531	9.21995814002725e-23	0.750024428775265	CSF_and_PLA	836
Q14005	0.291816325495879	0.0544543993754571	5.35891183894688	1.01595773036022e-06	1.00036698478596	0.0168928939231278	59.2182126601989	1.54221151731359e-61	0.980429416133377	CSF_and_PLA	34
Q14108	0.47117888887608	0.0987691794808546	4.77050524619792	9.70941432220148e-06	0.935697651293617	0.119218874528285	7.84856974196328	3.47166056328805e-11	0.46808529633013	CSF_and_PLA	1151
Q14112	-0.182518902728471	0.13462184509373	-1.35578963875732	0.179524070107191	1.07392413056147	0.043245612271372	24.8331350663381	1.96078848986363e-36	0.89806091430755	CSF_and_PLA	476
Q14116	0.31016371639132	0.0653104343778331	4.74906834330583	1.05198143357236e-05	0.826283130185988	0.0237079312965561	34.8526035380412	5.75418028852259e-46	0.945512739548988	CSF_and_PLA	229
Q14118	-0.378309535125243	0.201407213754389	-1.87833160527498	0.0645008486796423	1.13777264098801	0.0913039969155349	12.4613672941455	1.94409865562082e-19	0.689283395183298	CSF_and_PLA	931
Q14126	-0.381531836581209	0.0601366195507093	-6.34441775130855	1.91275379126851e-08	0.799703142527213	0.0495914186866904	16.1258371650868	2.86070988790343e-25	0.787906182864137	CSF_and_PLA	776
Q14162	0.544114172881641	0.124686979721655	4.36384114922259	4.31780861768684e-05	0.730535965652853	0.107398333811881	6.80211638043158	2.86053490158339e-09	0.397946760657963	CSF_and_PLA	1196
Q14203	0.375593374399812	0.0570555640915164	6.58294033860335	7.12878115040969e-09	0.942699555513468	0.0260178321086331	36.2328249170562	4.36977612569674e-47	0.949378717825414	CSF_and_PLA	196
Q14210	0.0646379992964385	0.0719435367596976	0.898454568786898	0.372023340403924	0.686277167090253	0.0701699291330394	9.78021747448397	9.98315267760858e-15	0.577429045814469	CSF_and_PLA	1060
Q14213_Q8NEV9	0.132494936687341	0.0675002314922886	1.96288121919223	0.0536347431101914	0.768218234764092	0.0331143074490147	23.1989823718011	1.38228571395518e-34	0.88490491510819	CSF_and_PLA	534
Q14241	0.813184853306964	0.106737307204901	7.61856256824909	9.19772519115816e-11	1.04899943569744	0.0364040689258067	28.8154447195271	1.47666529685017e-40	0.922250717712916	CSF_and_PLA	374
Q14242	0.184047296110547	0.0480151356222303	3.83310999178633	0.000273452927474448	0.725992901591633	0.0719583737879945	10.0890676564005	2.7605750746761e-15	0.592524065042579	CSF_and_PLA	1049
Q14393	-0.690495043153619	0.152853135038792	-4.51737573441579	2.47601167838178e-05	1.18146745363892	0.0734323662614136	16.089192188537	3.24446757823154e-25	0.787144827950095	CSF_and_PLA	777
Q14435	-0.15850594905192	0.0649428763323276	-2.44069801036851	0.0171922093885902	0.803750463673333	0.0496402327667716	16.1915127886216	2.28389052454937e-25	0.789261415876031	CSF_and_PLA	768
Q14508	-0.397032733909456	0.0738109860855421	-5.37904660221341	9.38777791943587e-07	1.06110392702285	0.0228173371197762	46.5042840649083	2.26090150674619e-54	0.968647101415934	CSF_and_PLA	92
Q14512	-0.232429105107138	0.0809841090354858	-2.87005818641891	0.00542319836282375	0.960280149496077	0.0225572330342343	42.5708307414608	8.91980921529741e-52	0.962810972588894	CSF_and_PLA	130
Q14515	-0.379485428644547	0.0974255696862951	-3.89513173868491	0.000221850243828012	1.01399426564259	0.0345582375131948	29.3416082129603	4.57784907286675e-41	0.92480637419988	CSF_and_PLA	359
Q14696	0.706612503336281	0.115768374464608	6.10367474367794	5.13574777648807e-08	0.771234993196875	0.036594937893949	21.0749091973291	4.99928846614222e-32	0.863853437221362	CSF_and_PLA	622
Q14739	0.783229541899535	0.0678824587641845	11.538025524685	7.46637415111379e-18	0.80858358970843	0.0360117587722553	22.4533212838077	1.0416918587459e-33	0.878080988490226	CSF_and_PLA	569
Q14767	-0.514490104443709	0.163547130020674	-3.1458216624081	0.00243187014187267	1.1136476622793	0.064276985905372	17.3257604816568	5.07991691206071e-27	0.810903813562842	CSF_and_PLA	727
Q14773	-0.147591669338846	0.0776599599717212	-1.90048603414925	0.0614878208818444	0.893078395497114	0.0216700524788381	41.2125626538861	7.9218743709084e-51	0.960417881330575	CSF_and_PLA	140
Q14790	1.92362026303648	0.10362353227413	18.5635465306052	9.50588667850973e-29	1.02161014328694	0.0378531563221757	26.9887703575314	9.95451391576489e-39	0.912323960256682	CSF_and_PLA	424
Q14956	-0.0534781384095037	0.11099404679906	-0.481810871409335	0.631443287672454	0.845693709676021	0.141088615550588	5.99406058650277	8.02611883337134e-08	0.339178534041	CSF_and_PLA	1237
Q15043	-0.0151460844855957	0.0689804302156743	-0.219570745474331	0.826844504002925	0.847300728635559	0.0557815419075263	15.1896254506589	7.51757262627981e-24	0.767228980410687	CSF_and_PLA	808
Q15067	0.0575959029835039	0.0582877825767873	0.988129937995634	0.326492338622144	0.267347518766469	0.0705310369240856	3.79049465917	0.000315370675605134	0.170300058634475	CSF_and_PLA	1354
Q15109	-0.212311300535351	0.0912739136835258	-2.32608959084957	0.0229154048152465	0.890371278416186	0.0341639144061817	26.0617465501869	9.24129327240307e-38	0.906568829686753	CSF_and_PLA	445
Q15113	0.400591399344311	0.198090167732735	2.02226795973434	0.0469714403782415	0.629114128154835	0.167305404883686	3.76027378548951	0.00034874846148207	0.168049872315426	CSF_and_PLA	1356
Q15116	-0.358499657323274	0.0539039608522709	-6.65071085046567	5.37832570809882e-09	0.879293031686215	0.0243707463767799	36.0798564841655	5.78935830984834e-47	0.948970518256244	CSF_and_PLA	200
Q15126	0.951985085695075	0.149204543332515	6.38040279761115	1.64895538878235e-08	0.934355972035941	0.030512680091622	30.6218912671814	2.85008958430072e-42	0.93053489690811	CSF_and_PLA	332
Q15155	0.192584485589738	0.0813723312071621	2.36670724228664	0.0207178065808403	0.748888865954481	0.0724836825720008	10.3318269627179	1.01066348726226e-15	0.60395288601731	CSF_and_PLA	1033
Q15165	-0.0225875460284188	0.0300589733159604	-0.751441035293958	0.454906294082619	0.58349841670132	0.0837945440506114	6.96344163348977	1.45602693960364e-09	0.409230450385032	CSF_and_PLA	1185
Q15166	-0.526405206212908	0.0557498845710604	-9.44226540132001	4.1081753487195e-14	0.987194097300789	0.0146352695110711	67.4530862963616	1.98285924595182e-65	0.984848218711397	CSF_and_PLA	11
Q15303	-0.250603999522278	0.0921981908363242	-2.71810105219055	0.00827000412623478	1.12784842504081	0.032394990252138	34.8155198153323	6.17456974468264e-46	0.945402944288684	CSF_and_PLA	233
Q15389	-0.185927221710377	0.0725406144996009	-2.5630775668629	0.0125265545949403	1.06416686457893	0.0394478602117639	26.9765421715215	1.02472075448944e-38	0.912251433267442	CSF_and_PLA	425
Q15427	0.773206013819389	0.0746050046554667	10.3639965896408	8.85007111933498e-16	1.06204832557609	0.0446566268372494	23.7825469766607	2.94578194047593e-35	0.889869494527677	CSF_and_PLA	511
Q15485	-0.0699385491578837	0.074195393806856	-0.942626564392211	0.349113921879557	1.01716210275797	0.0156487079929774	64.9997497054994	2.54767535453066e-64	0.983701855573307	CSF_and_PLA	16
Q15517	-0.00376616249646967	0.0584540589435104	-0.0644294436440978	0.948811928050937	0.972542801142901	0.0253045985688887	38.4334411982578	8.56264046807048e-49	0.954754915849877	CSF_and_PLA	168
Q15582	-0.126537248135755	0.0978925524090571	-1.29261363629587	0.200395191932063	0.737085436090122	0.0574195326534189	12.8368414375493	4.54141930124323e-20	0.701854251159558	CSF_and_PLA	912
Q15633	0.771959543921839	0.0987299971367683	7.81889563769016	3.93695294515007e-11	0.786351067610287	0.0459830861022181	17.1008763061763	1.06702775106335e-26	0.80686456873069	CSF_and_PLA	739
Q15661	-0.751729157602959	0.0730418683682465	-10.2917569661972	1.19256847614002e-15	0.913005824802273	0.0165913698198284	55.0289599181337	2.35684178435606e-59	0.977406136916228	CSF_and_PLA	47
Q15797	0.264022557357599	0.0464512455617952	5.68386389136463	2.21783119860225e-06	0.0163525975816054	0.083540244716231	0.195745148187581	0.845974845235715	0.00112567739412986	CSF_and_PLA	1460
Q15814	0.7864920412642	0.0628281219335778	12.5181529713029	1.55856199573287e-19	0.904961028111993	0.0218894503893438	41.3423366971582	6.41164478284612e-51	0.960656227231701	CSF_and_PLA	138
Q15818	0.0228577305659359	0.129069819936199	0.177095858483685	0.859944522878536	1.08979043157993	0.0349851723862064	31.1500660779823	9.33304547813552e-43	0.932713439338352	CSF_and_PLA	315
Q15828	0.407647988940566	0.0979886813750274	4.1601538383846	8.89743807237387e-05	0.559945762916577	0.0845378662392417	6.62360889653796	6.02020986169853e-09	0.385275746075183	CSF_and_PLA	1201
Q15831	0.020538171737704	0.0847915228050586	0.24221963538646	0.809318233737386	0.912976219403993	0.0411146442524185	22.2056212817721	2.06078109712306e-33	0.87568586252057	CSF_and_PLA	579
Q15846	0.16353637711404	0.130038404244872	1.25760061470832	0.212715615702187	1.18124838214339	0.0651140718885982	18.141215068908	3.62137269748304e-28	0.824606981154638	CSF_and_PLA	699
Q16270	0.111815013755856	0.148686106685909	0.752020590545556	0.454559939553922	0.985767660637713	0.034013588359369	28.9815837783015	1.01820773990189e-40	0.923071191314168	CSF_and_PLA	369
Q16288	-0.273467017005024	0.10947229022347	-2.49804782969996	0.0148400831562832	1.13632594144575	0.050136948600226	22.6644415579896	5.85000773901093e-34	0.880070637257491	CSF_and_PLA	561
Q16363	-0.33762642901906	0.176557469048659	-1.91227497108044	0.0599336188620534	1.23307953207758	0.108898424404933	11.3232081989767	1.76951411078663e-17	0.646848197712076	CSF_and_PLA	991
Q16543	-0.184186135060135	0.0891495794514266	-2.06603481691677	0.0425278296699347	0.79428322016267	0.0362699743897441	21.8991944032711	4.83108294595569e-33	0.872628783631807	CSF_and_PLA	591
Q16552	-0.241154472429247	0.0476683400708944	-5.05900713283893	3.25253089165894e-06	0.264975418728812	0.0443575916985864	5.97362049160247	8.72083351446384e-08	0.337648971524552	CSF_and_PLA	1238
Q16595	0.4726018346765	0.0744614199930671	6.34693556368523	1.89300721558421e-08	1.00363764386122	0.0381220280728097	26.3269740514425	4.85305777611222e-38	0.90827005266211	CSF_and_PLA	440
Q16619	-0.0888077764386859	0.0888879756544136	-0.999097749553444	0.321188589398947	0.7375100058346	0.045026164692392	16.3795875325623	1.20196806798197e-25	0.793077488819482	CSF_and_PLA	762
Q16620	0.0523118923932013	0.07870234598626	0.664680216804896	0.508438890554076	1.04384705689194	0.0282634343568664	36.9327748253051	1.22262372422492e-47	0.951186511429566	CSF_and_PLA	185
Q16627	0.298821528815375	0.131180842275431	2.27793573842102	0.0257868039849731	0.739416920576793	0.0990884474629726	7.46219099712001	1.78206880342884e-10	0.443048948231698	CSF_and_PLA	1166
Q16651	-0.262135174371075	0.129046644799917	-2.03132111476055	0.0460208693155275	1.14108976161805	0.111232602559722	10.2585908749675	1.36780121013939e-15	0.600544826589165	CSF_and_PLA	1036
Q16653	0.247740812279668	0.0530773540272305	4.66754262378204	1.42486870699045e-05	0.813907470299102	0.0120665557445069	67.4515153729446	1.98604607553155e-65	0.984847523637393	CSF_and_PLA	12
Q16663	0.263226726257119	0.122817432651506	2.14323586297414	0.0355713812817366	0.807510788351076	0.0479333567677879	16.8465311591476	2.48829915087812e-26	0.802151244619091	CSF_and_PLA	745
Q16674	0.143621822347775	0.149504368462024	0.960653015194376	0.340033285298714	0.942888331178887	0.0510793764263079	18.4592764662895	1.32003765035496e-28	0.829577915384477	CSF_and_PLA	691
Q16698	-0.620164337143411	0.101524712242283	-6.10850622913783	5.03542097334219e-08	1.0010092917507	0.0303201589337831	33.01464527072	2.0597117020329e-44	0.939653445376112	CSF_and_PLA	269
Q16719	-0.888736098507147	0.0486155253947447	-18.2809111141113	2.32141899074224e-28	0.908165897446169	0.0123124048564776	73.7602367719724	4.14080356890472e-68	0.987297145689315	CSF_and_PLA	3
Q16740	-0.0807493465160985	0.0705089643487058	-1.14523518054737	0.256012211364201	0.934906089728053	0.0265970119709686	35.150794034628	3.27185564369955e-46	0.946383913657371	CSF_and_PLA	222
Q16762	0.0394771715976598	0.0710652039411496	0.555506343587666	0.580319465466814	0.831357641837172	0.0391818944505326	21.2179031538857	3.31723184642473e-32	0.865436219106021	CSF_and_PLA	617
Q16769	0.0216958882578038	0.106512430744907	0.203693485408895	0.839184039346529	0.97849569423845	0.0578269487383408	16.9211019358122	1.93971525709946e-26	0.803549407960684	CSF_and_PLA	744
Q16772	-0.337798504485462	0.106907299675758	-3.15973282937629	0.00233264306063132	0.493944322499594	0.0684688244609933	7.21414930646274	5.07575546801031e-10	0.426436133244241	CSF_and_PLA	1174
Q16773	0.285256543021736	0.157135068908362	1.81535888203347	0.0737521236154301	1.12168240859505	0.0484791548280646	23.1374167427876	1.63001507708192e-34	0.88436251724652	CSF_and_PLA	537
Q16775	5.15434576701726	0.162801215828108	31.6603640875718	3.22347086194138e-43	1.19379968460363	0.0480233246226697	24.8587471605431	1.83755402484959e-36	0.898249500452094	CSF_and_PLA	475
Q16790	0.196935857547864	0.0823040531679941	2.39278443730943	0.0194077897901886	1.09902232936508	0.0764066677477898	14.3838536839852	1.36928333789452e-22	0.747196816094207	CSF_and_PLA	845
Q16820	0.988389178774385	0.0763641100191187	12.9431113454597	3.01876860942417e-20	0.952644205819012	0.0254745970230696	37.3958498717881	5.32733094832541e-48	0.952330675435159	CSF_and_PLA	177
Q16853	-0.268969131784267	0.053145546203786	-5.06099101424056	3.22786754860732e-06	0.983548451167493	0.0220307120330437	44.6444240972454	3.59057761746622e-53	0.966070881080536	CSF_and_PLA	109
Q16864	0.158410241805172	0.0809862720754672	1.95601350383874	0.0544549951629178	0.373840121021162	0.0588731916070641	6.34992108999754	1.86985422907211e-08	0.365490848432037	CSF_and_PLA	1216
Q16881	0.673107258417574	0.135954622189402	4.95097001909836	4.9141432474867e-06	0.989628261474252	0.115090893371153	8.59866695345589	1.44325807862574e-12	0.513676370111255	CSF_and_PLA	1108
Q29980_Q29983	-0.220898763414759	0.0922831225584345	-2.39370707547183	0.0193628250627861	0.832573067073632	0.0348565883636281	23.8856728715997	2.24850241460047e-35	0.890714711018003	CSF_and_PLA	507
Q2MKA7	-0.315493449857746	0.0616790326301376	-5.1150842742561	2.62169792207225e-06	0.841999602699175	0.0272040134571894	30.9513007712711	1.4178748647675e-42	0.931905489996748	CSF_and_PLA	326
Q2TAL6	0.572632414464571	0.0883511324250244	6.48132512563449	1.08650346532914e-08	0.654621153631417	0.121292371228019	5.39705133145421	8.74663570707565e-07	0.293843466588843	CSF_and_PLA	1280
Q2VWP7	-0.0428857374223148	0.0664448739945939	-0.645433347135313	0.520756460807097	0.767712467428367	0.0478548181874394	16.0425323197628	3.80942038589012e-25	0.786169990127182	CSF_and_PLA	778
Q3B7J2	-2.44500104744266	0.0645661762634917	-37.8681407036513	2.30511287466066e-48	0.996070183537091	0.0561789159040963	17.7303204860253	1.35702555258275e-27	0.817881092342728	CSF_and_PLA	715
Q3KPI0	0.205698781978547	0.13076948875136	1.57298758252129	0.120231020768893	0.766308715877686	0.0625765334738811	12.24594386005	4.51267965744975e-19	0.681764864448254	CSF_and_PLA	940
Q496F6	-0.153228255560137	0.0597455634504423	-2.56468006511039	0.0124739061308482	0.811708687028221	0.0248969308912456	32.602760981822	4.70415893602931e-44	0.938213851978471	CSF_and_PLA	275
Q49AH0	-0.249839013803732	0.0746066309854385	-3.34875078131453	0.00130993626387917	0.615952607597105	0.050918181649475	12.0969089555745	8.10714967928785e-19	0.676428071029849	CSF_and_PLA	948
Q4KMG0	-0.180998519746049	0.102310893260422	-1.76910311285559	0.0812325800969249	0.725873878288985	0.0423283095151402	17.1486621271599	9.10889603483695e-27	0.807732775058032	CSF_and_PLA	737
Q4LE39	0.0776427800076781	0.0467678400810263	1.66017459590095	0.101352910204069	0.283988281127809	0.105253887549762	2.69812629004838	0.00873213237987972	0.0942015562278769	CSF_and_PLA	1401
Q53H47	-0.231805839176085	0.0613305487290499	-3.77961462892125	0.000327019179008543	0.960715199542231	0.0180216742657585	53.3088760441978	2.06806253666805e-58	0.975960186759436	CSF_and_PLA	56
Q53H82	0.635639823022205	0.0856033411792312	7.42540903504385	2.08172688985635e-10	0.773202590079095	0.0436565218385515	17.711044249895	1.44448354856924e-27	0.817556814468123	CSF_and_PLA	716
Q5JTD0	0.370297515071399	0.0672719933994003	5.50448256933472	5.72512786972774e-07	0.673551336654797	0.0291866768993669	23.0773561161876	1.91503712488626e-34	0.883829837890266	CSF_and_PLA	546
Q5JZY3	-0.594750060523211	0.135703016303311	-4.38273279934973	4.03426457937828e-05	0.953914578658816	0.0396811170397294	24.0395092130028	1.50535536171705e-35	0.891958302612378	CSF_and_PLA	501
Q5KU26	0.0444614952085971	0.051301331870461	0.866673312125016	0.389082104648537	0.87879587058663	0.0199743222213824	43.9962798660515	9.65307927857432e-53	0.965098990467165	CSF_and_PLA	117
Q5R372	0.106697507693791	0.0645212925148148	1.65367901874086	0.102670835015886	0.664747272641237	0.0328216532110525	20.2533147360593	5.49273469249349e-31	0.854226421017478	CSF_and_PLA	644
Q5T2D2	-0.0753868833256728	0.0785177111717944	-0.960125839133651	0.340296630228432	0.976516718764819	0.0286138759434807	34.127383535655	2.31312944147802e-45	0.943305070151699	CSF_and_PLA	246
Q5T4W7	-0.303824163350306	0.0351052590926581	-8.65466232704285	1.13857937055963e-12	0.290766743633056	0.086570582573484	3.3587245804456	0.00126994377031846	0.138790449570403	CSF_and_PLA	1376
Q5VIR6	0.209723353032667	0.0596908564418162	3.5134921080768	0.000779492216871376	0.77988893461493	0.0324012241169853	24.069736742017	1.39156247909733e-35	0.892200261879867	CSF_and_PLA	500
Q5VY43	-0.0418194650503534	0.0737581351167911	-0.566981052112219	0.57254075859629	0.841784596474655	0.034782707534562	24.2012383779558	9.8943753921617e-36	0.893243851594813	CSF_and_PLA	494
Q5ZPR3	-0.349564762466859	0.0692658799111762	-5.04670933098846	3.40958539430049e-06	0.85270470803575	0.0593031462204609	14.3787431591875	1.39509014895217e-22	0.747062542305802	CSF_and_PLA	846
Q6BAA4	-0.587934574529769	0.0494281099586806	-11.8947411709906	1.80237222884862e-18	0.867502695343768	0.04286903733007	20.2361132736533	5.77967277729816e-31	0.854014683916173	CSF_and_PLA	645
Q6DN72	-0.118906518149995	0.0690754022159839	-1.72140174845743	0.0895949297373798	1.03114734419105	0.0288963385407147	35.6843598969528	1.20412976789325e-46	0.947892378515516	CSF_and_PLA	210
Q6EIG7	-0.55129901623016	0.0665636078757628	-8.2822886833167	5.51736838721357e-12	0.650660985524358	0.0571308276594295	11.3889648055355	1.35802138163458e-17	0.649489164354471	CSF_and_PLA	983
Q6EMK4	-0.160788246435335	0.0696678944692935	-2.30792458506412	0.0239634589695716	0.849818685391231	0.0599926103274639	14.165389383002	3.05090491078668e-22	0.741371274099345	CSF_and_PLA	860
Q6FI81	0.883779989205913	0.0718491472492843	12.3004937851189	3.64414975979065e-19	0.782444020075019	0.0283029576833	27.645309328809	2.13375232503873e-39	0.916093618835322	CSF_and_PLA	406
Q6GTS8	1.5213086731747	0.203869624611275	7.46216448907205	1.78226846550563e-10	0.912331023423505	0.0478028126095544	19.085300082137	1.87258782866952e-29	0.838802042818199	CSF_and_PLA	670
Q6GTX8	-0.223738607257277	0.0650268526447	-3.44071100103463	0.000982189474520106	0.996498586301293	0.0196219473458056	50.7848975812436	5.66822657590971e-57	0.973575989524557	CSF_and_PLA	66
Q6ISS4	0.15594359676501	0.0918069883263896	1.69860268382406	0.09383506090364	0.939819052401198	0.0383558792760145	24.5026074265727	4.55336253674058e-36	0.895581263193095	CSF_and_PLA	489
Q6NW40	-0.21049242679135	0.150660067911592	-1.39713481952542	0.166786265141478	1.00122073043004	0.0344772320185358	29.0400554746321	8.93723578142826e-41	0.92335694999613	CSF_and_PLA	367
Q6NXT1	-0.0898037844438257	0.053410840275071	-1.68137748781572	0.0971464509526664	0.604411981047602	0.0474897705628175	12.7272036458486	6.93129262554153e-20	0.698252076844721	CSF_and_PLA	917
Q6P1M0	0.0436941108890255	0.0819668081128294	0.533070786761386	0.595672999330887	0.650086421163135	0.0749619835107108	8.67221477764457	1.05703785050813e-12	0.517930602736506	CSF_and_PLA	1105
Q6P1N0	0.137485767156958	0.0830620317183979	1.65521796556905	0.102357337101015	0.906845870636254	0.0347717829647259	26.0799358938884	8.84047460029144e-38	0.906686953697969	CSF_and_PLA	444
Q6P2H3	0.0999271352720956	0.0930005175027973	1.07447934651643	0.286297724457737	0.50760259905445	0.0439129003081729	11.5593047940852	6.85662759573243e-18	0.656218200267656	CSF_and_PLA	974
Q6P4E1	0.5692945158877	0.127071984251674	4.48009464273553	2.83636683300675e-05	0.616966686503871	0.191904934858295	3.21495998505431	0.00197488860414287	0.128659279283104	CSF_and_PLA	1386
Q6PCB0	0.491947651250378	0.110861437100007	4.43750021756073	3.31052824233787e-05	0.521769661208126	0.0963982770989029	5.41264508983703	8.22628535466824e-07	0.295042221354628	CSF_and_PLA	1278
Q6PGN9	-0.0967508890433532	0.0619529735614681	-1.56168273258683	0.122872719201519	0.620432446698835	0.0483839170787143	12.8231132194087	4.78793498673496e-20	0.701406247714416	CSF_and_PLA	913
Q6PIL6	0.30654785090143	0.0791745801802011	3.87179635438202	0.000240062876418649	0.350264276495768	0.106565444267099	3.28684667815821	0.00158594973950723	0.133699402358511	CSF_and_PLA	1382
Q6PJW8	0.359245098011519	0.100024815790256	3.59155970619159	0.000606432784524721	0.922340295813574	0.0383744424099165	24.0352755086606	1.52202892710748e-35	0.891924351103148	CSF_and_PLA	502
Q6UB28	-0.2746677798472	0.0722801725005554	-3.80004322547916	0.000305475490756531	0.892872433633043	0.0299749745455547	29.7872624470821	1.72149402681969e-41	0.92687622578864	CSF_and_PLA	353
Q6UWL2	0.092331192580244	0.0576211161486465	1.60238465950668	0.113573897840362	0.86279211370709	0.0282430102618816	30.5488722946635	3.33007181020867e-42	0.930225622321302	CSF_and_PLA	334
Q6UWL6	0.717141710284412	0.0807009238902931	8.88641264205739	4.27176853567289e-13	0.281010222820473	0.0984726666533079	2.85368754976265	0.005679371675685	0.10421249663814	CSF_and_PLA	1395
Q6UWN8	0.080877646310411	0.0768314596603424	1.0526631495478	0.296115624732563	1.07348855528159	0.0349742658661082	30.6936694365857	2.44651294804393e-42	0.930836965635134	CSF_and_PLA	331
Q6UWV6	-0.357918419462692	0.0740838382725796	-4.83126182185363	7.7294697504332e-06	0.908737476375541	0.0251992226254473	36.0621234187541	5.98168333819623e-47	0.948922883783758	CSF_and_PLA	202
Q6UWW8	1.09127043622571	0.228981723845523	4.76575343175385	9.88362476779946e-06	0.81212417426788	0.0622038396728555	13.0558527984612	1.96036838659467e-20	0.708885592278434	CSF_and_PLA	900
Q6UX15	-0.284766656680925	0.105625147272195	-2.69601192552266	0.00878240459762442	1.0762926542076	0.0309086193385673	34.8217641952263	6.10166189169745e-46	0.945421455049846	CSF_and_PLA	230
Q6UX27	-0.0792677917498443	0.0610234083290763	-1.29897352377276	0.198215534641471	0.592259402720379	0.071412135712985	8.29353998178614	5.26029121650367e-12	0.495614750088284	CSF_and_PLA	1128
Q6UX82	-0.274607963472882	0.0957089471805704	-2.86919845596869	0.00543638212206369	0.182109440573359	0.0610187083192233	2.98448534211249	0.00390969111298627	0.112881436549642	CSF_and_PLA	1391
Q6UXB2	-0.015159696268937	0.0550470350004975	-0.275395328173443	0.783823836187163	0.899646625422636	0.013928664694154	64.5895816416795	3.93982279315984e-64	0.983497626471791	CSF_and_PLA	18
Q6UXB4	-0.362389387760944	0.124498074429099	-2.91080315436785	0.00483117274912501	0.894749434487284	0.0310996994412901	28.7703563237449	1.63392743196337e-40	0.922025848914112	CSF_and_PLA	377
Q6UXD5	0.240331488381166	0.103162942046608	2.32963003587651	0.0227159360208184	1.18811692612665	0.0995599254337751	11.9336863798372	1.54468840955524e-18	0.670453114266503	CSF_and_PLA	958
Q6UXG3	-0.10955636596492	0.0670933340111185	-1.63289494522309	0.106981641024706	0.899392287754946	0.0392694520743465	22.9031025452604	3.06212884763123e-34	0.882264314144731	CSF_and_PLA	552
Q6UXH1	0.40793056309917	0.152212406324011	2.68000863366432	0.00917155536056781	1.07272781204816	0.0721958392966264	14.8585821911524	2.45219973755697e-23	0.759266076328503	CSF_and_PLA	827
Q6UXH9	0.243616036498502	0.101437849078353	2.40162857071554	0.0189805817790713	0.737532919471896	0.0893556742500187	8.25390134048194	6.22324126994846e-12	0.493219594324886	CSF_and_PLA	1131
Q6UXK2	0.672858912518126	0.113508658464561	5.92782014711419	1.05006624082408e-07	0.926977177558532	0.0502055672131646	18.4636331987395	1.30201978089923e-28	0.829644632991654	CSF_and_PLA	690
Q6UXK5	0.583518190444547	0.105507292838124	5.53059579814843	5.16248970430313e-07	0.994126565451425	0.117498147740936	8.46078499589039	2.58858505286259e-12	0.505596934912605	CSF_and_PLA	1114
Q6WN34	-0.0681683258742137	0.10129582312705	-0.672962850489045	0.503186610500982	0.800740256924346	0.034878808641464	22.9577869231584	2.64194735235515e-34	0.882758847859755	CSF_and_PLA	550
Q6XZF7	0.443122848087254	0.0693560457040543	6.38910196780943	1.59080258510091e-08	0.871506509582586	0.0253777553834333	34.3413551125766	1.53020746496648e-45	0.943969908298224	CSF_and_PLA	242
Q6YHK3	0.459303113212542	0.0582865632403936	7.88008569519221	3.03749876186801e-11	0.560101337839878	0.113270130468358	4.94482822191454	5.03024262780354e-06	0.258877531342454	CSF_and_PLA	1296
Q6ZMC9	-0.229242176942688	0.0742537932120964	-3.08727900658068	0.0028942670788282	0.817473238461811	0.0758992515323505	10.770504609171	1.66711833395748e-16	0.623663540934925	CSF_and_PLA	1018
Q6ZMH5	-0.055971822627138	0.0556235168974761	-1.00626184299536	0.317755429426817	0.887734526648462	0.0306942321062954	28.9218679123231	1.16352245475124e-40	0.92277774569485	CSF_and_PLA	371
Q6ZMJ2	0.098917556457357	0.080293104313386	1.23195581118995	0.222087936958884	0.651577785545432	0.0551364190230012	11.8175571988745	2.44829570146457e-18	0.666117602069394	CSF_and_PLA	963
